schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,correction_type,authority_locator,source_text,target_text,rationale,evidence,upstream_report_disposition,affected_unit_ids,report_status
r014.backend.record,1.0.0,ttp.r014.correction.0078,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":560,""ledger_id"":""R014-ADV-0078"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":555}",Safe-combination example omits `of`,"The authority says Alice sends `an encrypted version the combination of a
safe`. The target restores the intended relation: an encrypted version of a
safe's combination.","The authority says Alice sends `an encrypted version the combination of a
safe`. The target restores the intended relation: an encrypted version of a
safe's combination.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0078"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0079,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":565,""ledger_id"":""R014-ADV-0079"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":561}",Refined-approach sentence has subject–verb disagreement,"The authority begins `This suggest the following`. The target renders the
intended singular agreement and introduces the refined method naturally.","The authority begins `This suggest the following`. The target renders the
intended singular agreement and introduces the refined method naturally.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0079"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0080,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":570,""ledger_id"":""R014-ADV-0080"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":566}",Square-error definition ends with an unmatched parenthesis,"The authority closes its explanation of `a=0, b=1, ...` with `).` although
no parenthetical clause was opened. The target omits the stray parenthesis.","The authority closes its explanation of `a=0, b=1, ...` with `).` although
no parenthetical clause was opened. The target omits the stray parenthesis.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0080"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0081,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":577,""ledger_id"":""R014-ADV-0081"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":571}",Final Vigenère algorithm puts a vector in a scalar range,"The authority says `for each such \vec{k}_\ell in the range 1,\dots,L`,
although `\vec{k}_\ell` is a key vector and the scalar key length `\ell` is
what ranges from 1 to `L`. The target binds each vector to its corresponding
`\ell=1,\dots,L`.","The authority says `for each such \vec{k}_\ell in the range 1,\dots,L`,
although `\vec{k}_\ell` is a key vector and the scalar key length `\ell` is
what ranges from 1 to `L`. The target binds each vector to its corresponding
`\ell=1,\dots,L`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0081"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0082,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":582,""ledger_id"":""R014-ADV-0082"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":578}",Exercise uses the wrong indefinite article,"The authority asks about `an brute-force attack`. The target renders the
exercise without inheriting that grammatical error.","The authority asks about `an brute-force attack`. The target renders the
exercise without inheriting that grammatical error.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0082"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0083,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":590,""ledger_id"":""R014-ADV-0083"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":583}",Keyword-frequency explanation treats unequal shifts as an unweighted average,"The authority says the full Vigenère ciphertext distribution is the average of
16 shifted English distributions because the 35-character keyword has 16
distinct letters. Those letters occur with unequal multiplicities, so the
distribution is instead approximately a weighted mixture over all 35 keyword
positions, comprising 16 distinct shifts. The target states that distinction.","The authority says the full Vigenère ciphertext distribution is the average of
16 shifted English distributions because the 35-character keyword has 16
distinct letters. Those letters occur with unequal multiplicities, so the
distribution is instead approximately a weighted mixture over all 35 keyword
positions, comprising 16 distinct shifts. The target states that distinction.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0083"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.frequency""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0084,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":598,""ledger_id"":""R014-ADV-0084"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":591}",Wrong key-length claim guarantees flattening too broadly,"The authority claims that every guessed length smaller than the true key length
makes every residue-class letter distribution flat. That is not guaranteed:
flattening is a tendency when an incorrect grouping mixes several different
Caesar shifts. The target states the qualified claim and retains the concrete
`\ell=5` example as evidence.","The authority claims that every guessed length smaller than the true key length
makes every residue-class letter distribution flat. That is not guaranteed:
flattening is a tendency when an incorrect grouping mixes several different
Caesar shifts. The target states the qualified claim and retains the concrete
`\ell=5` example as evidence.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0084"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.frequency""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0085,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":604,""ledger_id"":""R014-ADV-0085"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":599}",Private-key diagram has a broken shared-key caption,"The authority's diagram places the fragment `of shared key` between Alice and
Bob, leaving the communication action unstated. The target identifies the
intended private exchange of the shared key.","The authority's diagram places the fragment `of shared key` between Alice and
Bob, leaving the communication action unstated. The target identifies the
intended private exchange of the shared key.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0085"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0086,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":610,""ledger_id"":""R014-ADV-0086"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":605}",Public-key security paragraph uses the wrong function,"The authority writes Bob's public encryption key as `k_e=\Dd(k_d)` even
though the asymmetric-system definition names the key-association function
`\Ee:\Kk_d\to\Kk_e`. The target restores `k_e=\Ee(k_d)`.","The authority writes Bob's public encryption key as `k_e=\Dd(k_d)` even
though the asymmetric-system definition names the key-association function
`\Ee:\Kk_d\to\Kk_e`. The target restores `k_e=\Ee(k_d)`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0086"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0087,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":617,""ledger_id"":""R014-ADV-0087"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":611}",RSA setup omits the distinct-prime requirement,"The authority initially permits the two RSA primes `p` and `q` to be equal,
but later uses `\phi(pq)=(p-1)(q-1)` and assigns the non-coprime correctness
case under the explicit hypothesis that they are distinct. The target states
the necessary distinctness at key generation.","The authority initially permits the two RSA primes `p` and `q` to be equal,
but later uses `\phi(pq)=(p-1)(q-1)` and assigns the non-coprime correctness
case under the explicit hypothesis that they are distinct. The target states
the necessary distinctness at key generation.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0087"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0088,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":627,""ledger_id"":""R014-ADV-0088"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":618}",RSA key-association map exposes a flaw in the abstract key model,"The authority reverses its abstract map `\Ee:\Kk_d\to\Kk_e`; merely reversing
the arrow still fails because `(n,d)` neither identifies an unrestricted
integer `e` uniquely nor exposes `\phi(n)` for feasible computation. The target
repairs the abstraction itself: a key-generation algorithm `\mathsf{Gen}`
jointly emits an associated `(k_e,k_d)` pair, and the RSA definition implements
that algorithm from canonical `p,q,e,d` choices while retaining `(n,d)` as the
operational decryption key.","The authority reverses its abstract map `\Ee:\Kk_d\to\Kk_e`; merely reversing
the arrow still fails because `(n,d)` neither identifies an unrestricted
integer `e` uniquely nor exposes `\phi(n)` for feasible computation. The target
repairs the abstraction itself: a key-generation algorithm `\mathsf{Gen}`
jointly emits an associated `(k_e,k_d)` pair, and the RSA definition implements
that algorithm from canonical `p,q,e,d` choices while retaining `(n,d)` as the
operational decryption key.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0088"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0089,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":632,""ledger_id"":""R014-ADV-0089"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":628}",RSA setup diagram omits the coprimality value,"The authority's diagram says only `with \gcd(e,\phi(n))`. The target
restores the required condition `\gcd(e,\phi(n))=1` from the definition.","The authority's diagram says only `with \gcd(e,\phi(n))`. The target
restores the required condition `\gcd(e,\phi(n))=1` from the definition.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0089"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0090,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":638,""ledger_id"":""R014-ADV-0090"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":633}",Prime-counting function uses the wrong bound variable and set,"The authority defines `\pi(x)` using `p\le n`, where `n` is unbound in
the theorem, and never restricts `p` to primes. The target defines
`\pi(x)=\#\{p\in\NN\mid p\text{ prime and }p\le x\}`.","The authority defines `\pi(x)` using `p\le n`, where `n` is unbound in
the theorem, and never restricts `p` to primes. The target defines
`\pi(x)=\#\{p\in\NN\mid p\text{ prime and }p\le x\}`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0090"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0091,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":646,""ledger_id"":""R014-ADV-0091"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":639}",Salt paragraph overstates what traffic analysis cannot do,"The authority concludes broadly that traffic analysis is impossible once salt
is added. Independently sampled salt from a sufficiently large space makes
equality-of-ciphertext correlation very unlikely; it does not make salt
collisions impossible or hide timing, size, endpoint, and other metadata. The
target states the probabilistic limitation explicitly.","The authority concludes broadly that traffic analysis is impossible once salt
is added. Independently sampled salt from a sufficiently large space makes
equality-of-ciphertext correlation very unlikely; it does not make salt
collisions impossible or hide timing, size, endpoint, and other metadata. The
target states the probabilistic limitation explicitly.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0091"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0092,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":652,""ledger_id"":""R014-ADV-0092"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":647}",UTF-8 and UTF-16 are assigned one false shared byte range,"The authority says both common encodings use between two and four bytes per
character. UTF-8 uses one to four bytes, whereas UTF-16 uses two or four bytes
for a Unicode scalar value. The target states the ranges separately.","The authority says both common encodings use between two and four bytes per
character. UTF-8 uses one to four bytes, whereas UTF-16 uses two or four bytes
for a Unicode scalar value. The target states the ranges separately.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0092"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0093,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":659,""ledger_id"":""R014-ADV-0093"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":653}",Naive exponentiation counts one multiplication too many,"The authority says computing `a^k` means multiplying `a` by itself `k`
times. Starting from one factor, only `k-1` multiplications are needed. The
target explicitly forms `k` factors and performs `k-1` multiplications while
retaining the same exponential-runtime comparison.","The authority says computing `a^k` means multiplying `a` by itself `k`
times. Starting from one factor, only `k-1` multiplications are needed. The
target explicitly forms `k` factors and performs `k-1` multiplications while
retaining the same exponential-runtime comparison.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0093"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0094,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":664,""ledger_id"":""R014-ADV-0094"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":660}",Repeated-squaring hint lists `a^6` instead of `a^8`,"The authority's alleged successive squares are `a^2,a^4,a^6`. The third
successive square is `a^8`; the target restores the binary-power sequence.","The authority's alleged successive squares are `a^2,a^4,a^6`. The third
successive square is `a^8`; the target restores the binary-power sequence.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0094"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0095,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":671,""ledger_id"":""R014-ADV-0095"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":665}",Euclidean-algorithm step bound drops the factor of two,"After establishing that the remainders halve every two divisions, the authority
claims at most `\log_2(b)` divisions. The target asks for the valid bound
`2\lfloor\log_2(b)\rfloor+1` and retains the resulting linear bound in the
number of decimal digits, with small endpoint cases checked separately.","After establishing that the remainders halve every two divisions, the authority
claims at most `\log_2(b)` divisions. The target asks for the valid bound
`2\lfloor\log_2(b)\rfloor+1` and retains the resulting linear bound in the
number of decimal digits, with small endpoint cases checked separately.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0095"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0096,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":679,""ledger_id"":""R014-ADV-0096"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":672}",RSA practicality prose contains several mechanical defects,"The authority uses `no-printing` for nonprinting ASCII controls, says Unicode
`which as` characters and is stored `in a variety encodings`, asks for a
`much fast` algorithm, and later writes `a least a faction` and
`digits require`. The target renders the intended prose without those
typographical and grammatical defects.","The authority uses `no-printing` for nonprinting ASCII controls, says Unicode
`which as` characters and is stored `in a variety encodings`, asks for a
`much fast` algorithm, and later writes `a least a faction` and
`digits require`. The target renders the intended prose without those
typographical and grammatical defects.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0096"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0097,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":685,""ledger_id"":""R014-ADV-0097"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":680}",ASCII adoption date is stated as the single year 1960,"The authority says ASCII has been used `since 1960`, although the standard
was developed and first standardized during the early 1960s. The target uses
the historically accurate broader phrase `sejak dekade 1960-an`.","The authority says ASCII has been used `since 1960`, although the standard
was developed and first standardized during the early 1960s. The target uses
the historically accurate broader phrase `sejak dekade 1960-an`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0097"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.rsa""]",not_sent
